Date,Blog,Title
2021-02-22T12:32:44+02:00,Kleiderbügel,"Moritz Cahn"
2021-02-19T12:32:44+02:00,Kleiderbügel,"Gebr. Schwieger"
2021-02-18T08:53:43+02:00,Schriftmuster,"Dasselbe mit Blättern und Ranken"
2021-02-16T12:32:44+02:00,Kleiderbügel,"„Kleidung von Peters ist immer richtig“"
2021-02-13T12:32:44+02:00,Kleiderbügel,"Carl Schübeler"
2021-02-10T12:32:44+02:00,Kleiderbügel,"Stegmüller"
2021-02-10T08:50:43+02:00,Schriftmuster,"Arabeskenschrift"
2021-02-07T13:04:53+02:00,Briefsteller,"Der Haussekretär"
2021-02-07T12:32:44+02:00,Kleiderbügel,"Franz Fahning"
2021-02-06T08:49:43+02:00,Schriftmuster,"Verzierte-Römisch"
2021-02-04T12:32:44+02:00,Kleiderbügel,"C & A Brenninkmayer"
2021-02-04T07:00:00+02:00,Vorsatzpapier,"Das praktische Frauenbuch"
2021-02-02T08:49:43+02:00,Schriftmuster,"Buchdruck-Schrift, Verzierte Klosterschrift"
2021-02-01T18:25:07+02:00,Backsteinexpressionismus,"Die Kunst 40: Fritz Schumachers Bautätigkeit in Hamburg"
2021-02-01T17:21:11+01:00,Kinderbücher,"Vater ist im Kriege"
2021-02-01T12:32:44+02:00,Kleiderbügel,"Modehaus Schulz"
2021-03-29T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-03-28T18:47:43+01:00,Schriftmuster,"Magere Amts-Fraktur"
2021-03-28T12:47:44+02:00,Kleiderbügel,"korallino"
2021-03-27T19:15:07+02:00,Backsteinexpressionismus,"Postkarte Planetarium Düsseldorf"
2021-03-24T18:47:43+01:00,Schriftmuster,"Fette Drugulin-Fraktur"
2021-03-22T18:28:42+02:00,Vorsatzpapier,"Tapete"
2021-03-21T12:47:44+02:00,Kleiderbügel,"Ernst Fricke"
2021-03-20T18:47:43+01:00,Schriftmuster,"Halbfette Unger-Fraktur"
2021-03-20T18:23:07+02:00,Backsteinexpressionismus,"Chilehaus"
2021-03-16T18:47:43+01:00,Schriftmuster,"Unger-Fraktur"
2021-03-15T19:20:49+02:00,Blaufußtölpel,"Mannequin 1 1964"
2021-03-15T16:29:42+02:00,Vorsatzpapier,"Album"
2021-03-14T12:32:44+02:00,Kleiderbügel,"Jordan"
2021-03-13T19:22:44+02:00,ChristianMahnke.de,"Labs.projektemache.org gestartet"
2021-03-13T19:22:44+02:00,ChristianMahnke.de,"IIIF Konferenz 2021"
2021-03-13T12:22:44+02:00,Projektemacher Labs,"Node Abhängigkeiten aus Themes"
2021-03-12T18:47:43+01:00,Schriftmuster,"Halbfette Breitkopf-Fraktur"
2021-03-09T16:22:53+01:00,Vorsatzpapier,"Also sprach Zarathustra"
2021-03-09T16:53:07+02:00,Backsteinexpressionismus,"Chilehaus"
2021-03-08T18:47:43+01:00,Schriftmuster,"Breitkopf-Fraktur"
2021-03-07T12:32:44+02:00,Kleiderbügel,"Fischer · Hettlage · Lampe"
2021-03-04T18:47:43+01:00,Schriftmuster,"Luthersche Fraktur"
2021-03-04T12:32:44+02:00,Kleiderbügel,"Hasse & Söhne"
2021-03-01T22:30:43+01:00,Schriftmuster,"Deutsche Schriften"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Wilhelm-Marx-Hochhaus"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Verwaltungsgebäude Hannover"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Verwaltungsgebäude der Hoechster Farbenwerke"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Lotsenwache Hamburg"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Kontorhaus Thaliahaus"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Kontorhaus Rappolthaus"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Kontorhaus Chilehaus"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Kontorhaus Ballinhaus"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Kohlenwäsche der Zeche Sachsen"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Hochhaus des Stummkonzerns"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Hochhaus der Borsigwerke"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Hansahochhaus"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Handelshof Königsberg"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Gewerbehaus Hamburg"
2021-03-01T18:25:07+02:00,Backsteinexpressionismus,"Die Börse in Essen"
2021-03-01T18:25:06+02:00,Backsteinexpressionismus,"Bauten der Arbeit und des Verkehrs aus Deutscher Gegenwart"
2021-03-01T17:21:11+01:00,Kinderbücher,"Kleksographien"
2021-03-01T12:32:44+02:00,Kleiderbügel,"Hettlage & Lampe"
2021-03-01T08:54:43+02:00,Schriftmuster,"Reichverzierte Initiale"
2021-04-29T18:47:43+01:00,Schriftmuster,"Halbfette Fraktur"
2021-04-27T19:22:44+02:00,ChristianMahnke.de,"Briefsteller.de gestartet"
2021-04-27T19:22:44+02:00,Blogs,"Briefsteller.de"
2021-04-26T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-04-25T18:47:43+01:00,Schriftmuster,"Schumachersche Fraktur"
2021-04-25T12:47:44+02:00,Kleiderbügel,"Hotel - Pension Kardell"
2021-04-22T19:15:07+01:00,Backsteinexpressionismus,"Postkarte Stummhaus Düsseldorf"
2021-04-22T16:51:27+02:00,Blaufußtölpel,"Er Juni 1968"
2021-04-21T18:47:43+01:00,Schriftmuster,"Halbfette Büxenstein-Fraktur"
2021-04-19T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-04-18T12:47:44+02:00,Kleiderbügel,"C. Louis Weber Hannover"
2021-04-17T18:47:43+01:00,Schriftmuster,"Halbfette Büxenstein-Fraktur"
2021-04-17T11:22:44+02:00,Schriftmuster,"Uhlig Metallbuchstabenfabrik"
2021-04-17T11:22:44+02:00,Projektemacher Labs,"JPEG XL"
2021-04-17T11:22:44+02:00,ChristianMahnke.de,"JPEG XL"
2021-04-15T19:15:07+01:00,Backsteinexpressionismus,"Postkarte Stadhalle Magdeburg"
2021-04-15T17:20:49+02:00,Blaufußtölpel,"Mode in Paris"
2021-04-13T18:47:43+01:00,Schriftmuster,"Schmale Fette Amts-Fraktur"
2021-04-13T18:47:43+01:00,Schriftmuster,"Enge Halbfette Amts-Fraktur"
2021-04-12T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-04-11T12:47:44+02:00,Kleiderbügel,"STAR BOUTIQUE Manuela"
2021-04-09T18:47:43+01:00,Schriftmuster,"Fette Amts-Fraktur"
2021-04-08T19:15:07+01:00,Backsteinexpressionismus,"Postkarte Messeturm Köln"
2021-04-08T20:14:44+02:00,Projektemacher Labs,"Redirect"
2021-04-08T17:54:49+02:00,Blaufußtölpel,"Die färbige Gewebemusterung"
2021-04-05T18:47:43+01:00,Schriftmuster,"Halbfette Amts-Fraktur"
2021-04-05T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-04-04T12:47:44+02:00,Kleiderbügel,"Twiggy London Girl"
2021-04-01T18:47:43+01:00,Schriftmuster,"Amts-Fraktur"
2021-04-01T18:25:07+02:00,Backsteinexpressionismus,"Wohnhaus von Bernhard Hoetger"
2021-04-01T18:25:07+02:00,Backsteinexpressionismus,"Direktorenwohnhaus"
2021-04-01T18:25:06+02:00,Backsteinexpressionismus,"Wohnbauten und Siedlungen aus Deutscher Gegenwart"
2021-04-01T17:21:11+01:00,Kinderbücher,"Girls' pastimes in Japan"
2021-05-31T18:47:43+01:00,Schriftmuster,"Heinz-König-Setzmaschinen-Fraktur"
2021-05-31T15:23:46+02:00,Blogs,"Instagram"
2021-05-31T15:23:46+02:00,ChristianMahnke.de,"Instagram"
2021-05-31T13:58:44+02:00,ChristianMahnke.de,"DIY Projekt: Telefonhülle"
2021-05-30T12:47:44+02:00,Kleiderbügel,"Esders Siegen"
2021-05-28T19:15:07+01:00,Backsteinexpressionismus,"Albinmüller-Turm"
2021-05-27T18:47:43+01:00,Schriftmuster,"Schmale Halbfette Faust-Fraktur"
2021-05-24T19:57:53+01:00,Vorsatzpapier,"Almanach 1899"
2021-05-24T19:22:44+02:00,ChristianMahnke.de,"Sommerpause"
2021-05-23T18:47:43+01:00,Schriftmuster,"Fette Faust-Fraktur"
2021-05-23T12:47:44+02:00,Kleiderbügel,"Hotel Bachmair am See"
2021-05-21T20:15:07+01:00,Backsteinexpressionismus,"Stadthalle"
2021-05-21T19:15:07+01:00,Backsteinexpressionismus,"Magdeburg"
2021-05-19T18:47:43+01:00,Schriftmuster,"Halbfette Faust-Fraktur"
2021-05-17T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-05-17T09:29:42+01:00,Vorsatzpapier,"Mappe"
2021-05-16T12:47:44+02:00,Kleiderbügel,"Breitling Stuttgart"
2021-05-15T18:47:43+01:00,Schriftmuster,"Faust-Fraktur"
2021-05-14T19:15:07+01:00,Backsteinexpressionismus,"Hans-Sachs-Haus"
2021-05-11T18:47:43+01:00,Schriftmuster,"Halbfette Stempel-Fraktur"
2021-05-10T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-05-09T12:47:44+02:00,Kleiderbügel,"Bekleidungshaus BUCHMANN Wolfhagen"
2021-05-07T19:15:07+01:00,Backsteinexpressionismus,"Postkarte Messegelände Köln"
2021-05-07T18:47:43+01:00,Schriftmuster,"Stempel-Fraktur"
2021-05-06T16:51:27+02:00,Blaufußtölpel,"Praline 19 1961"
2021-05-03T18:47:43+01:00,Schriftmuster,"Fette Fraktur"
2021-05-03T18:28:42+01:00,Vorsatzpapier,"Tapete"
2021-05-02T12:47:44+02:00,Kleiderbügel,"Wäschepflege TESTORP"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Stadhalle Magdeburg"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"St. Franziskus Hamburg"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"St. Bonifatius Frankfurt"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"St. Antonius Ickern"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Realschule Uferstrasse"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Rathaus Neuenhagen"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Pressa Köln"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Planetarium Düsseldorf"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Lyzeum Curschmannstrasse"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Lichtwarkschule"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Kunstmuseum Düsseldorf"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Königsberg"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Kaufmännische Fortbildungsschule"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Jugendheim Misburg"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Hans-Sachs-Haus"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Grosses Schauspielhaus Berlin"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Gesundheitsamt Hamburg"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Christkönig-Kirche"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Badeanstalt Eppendorf"
2021-05-01T18:25:07+02:00,Backsteinexpressionismus,"Allgemeine Ortskrankenkasse Magdeburg"
2021-05-01T18:25:06+02:00,Backsteinexpressionismus,"Bauten der Gemeinschaft aus deutscher Gegenwart"
2021-05-01T17:21:11+02:00,Kinderbücher,"Ein Fabelbuch"
2021-06-29T19:57:53+01:00,Vorsatzpapier,"Kultur-Kuriosa - Zweiter Band"
2021-06-28T18:47:43+01:00,Schriftmuster,"Halbfette Neuzeit-Fraktur"
2021-06-27T12:47:44+02:00,Kleiderbügel,"Theaterkunst GMBH."
2021-06-26T18:23:07+02:00,Backsteinexpressionismus,"Sakralbauten in Frankfurt am Main"
2021-06-26T18:18:07+02:00,Backsteinexpressionismus,"Marine-Ehrenmal Laboe"
2021-06-24T18:47:43+01:00,Schriftmuster,"Neuzeit-Fraktur"
2021-06-24T16:30:00+02:00,ChristianMahnke.de,"IIIF Konferenz 2021: Scaling down..."
2021-06-22T19:57:53+01:00,Vorsatzpapier,"Kultur-Kuriosa - Erster Band"
2021-06-20T18:47:43+01:00,Schriftmuster,"Halbfette Ekkehard-Fraktur"
2021-06-20T12:47:44+02:00,Kleiderbügel,"Bekleidungshaus Manschott Haus der 5000 Hosen"
2021-06-19T18:23:07+02:00,Backsteinexpressionismus,"Leipzig Geschichte und Ausblick"
2021-06-17T17:21:11+02:00,Blaufußtölpel,"Moden Zeitung fürs Deutsche Haus Nr. 9 1900"
2021-06-16T18:47:43+01:00,Schriftmuster,"Ekkehard-Fraktur"
2021-06-15T16:29:42+02:00,Vorsatzpapier,"München und Umgebung"
2021-06-13T12:47:44+02:00,Kleiderbügel,"J.Braun Gr. Johannisstraße 3"
2021-06-12T18:47:43+01:00,Schriftmuster,"Halbfette Reform-Fraktur"
2021-06-12T18:23:07+02:00,Backsteinexpressionismus,"Hamburg Weltstadt am Strom"
2021-06-08T19:57:53+01:00,Vorsatzpapier,"Das Füllhorn der Fee"
2021-06-08T18:47:43+01:00,Schriftmuster,"Reform-Fraktur"
2021-06-06T12:47:44+02:00,Kleiderbügel,"Klinik Wetterau der BfA"
2021-06-05T22:50:46+02:00,Blogs,"ChristianMahnke.de"
2021-06-05T18:23:07+02:00,Backsteinexpressionismus,"Europa-Haus Leipzig"
2021-06-04T18:47:43+01:00,Schriftmuster,"Halbfette Heinz-König-Setzmaschinen-Fraktur"
2021-06-03T16:51:27+02:00,Blaufußtölpel,"Film und Frau 24 1959"
2021-06-01T19:57:53+01:00,Vorsatzpapier,"Deutsche Kunst und Dekoration August 1921"
2021-06-01T17:21:11+02:00,Kinderbücher,"Siebenmal Krause"
2021-07-31T19:15:07+01:00,Backsteinexpressionismus,"Albinmüller-Turm"
2021-07-30T18:47:43+01:00,Schriftmuster,"Deutsche Anzeigenschrift / Breiter Schnitt"
2021-07-26T18:47:43+01:00,Schriftmuster,"Fette Buhe-Fraktur"
2021-07-25T20:45:46+02:00,Projektemacher Merch,"Wir wollen nur eure Seele"
2021-07-25T12:47:44+02:00,Kleiderbügel,"-„formtreu“-Kleidung - veredelte Kleidung!"
2021-07-24T18:25:06+02:00,Schriftmuster,"Führer durch Magdeburg"
2021-07-24T18:25:06+02:00,Backsteinexpressionismus,"Führer durch Magdeburg"
2021-07-22T18:47:43+01:00,Schriftmuster,"Halbfette Buhe-Fraktur"
2021-07-18T18:47:43+01:00,Schriftmuster,"Buhe-Fraktur"
2021-07-18T12:47:44+02:00,Kleiderbügel,"am besten gleich zu U&B"
2021-07-17T18:18:07+02:00,Backsteinexpressionismus,"Der Geit der Gotik"
2021-07-14T18:47:43+01:00,Schriftmuster,"Halbfette Ehmcke-Fraktur"
2021-07-13T18:08:28+02:00,Vorsatzpapier,"Turquie"
2021-07-11T12:47:44+02:00,Kleiderbügel,"Damen-Moden W. Renneberg"
2021-07-10T18:47:43+01:00,Schriftmuster,"Ehmcke-Fraktur"
2021-07-10T18:18:07+02:00,Backsteinexpressionismus,"Marine-Ehrenmal Laboe"
2021-07-06T18:47:43+01:00,Schriftmuster,"Halbfette Kleukens-Fraktur"
2021-07-06T18:08:28+02:00,Vorsatzpapier,"Rasselbande 8 1956"
2021-07-04T12:47:44+02:00,Kleiderbügel,"Schnellreinigung W. Freitag Hildesheim"
2021-07-03T18:18:07+02:00,Backsteinexpressionismus,"Marine-Ehrenmal Laboe"
2021-07-02T18:47:43+01:00,Schriftmuster,"Kleukens-Fraktur"
2021-07-01T17:21:11+02:00,Kinderbücher,"Kleines Volk"
2021-08-31T18:47:43+01:00,Schriftmuster,"Nürnberger Schwabacher"
2021-08-27T18:47:43+01:00,Schriftmuster,"Alt-Schwabacher"
2021-08-23T18:47:43+01:00,Schriftmuster,"Matthies-Kursiv"
2021-08-21T10:40:10+02:00,Backsteinexpressionismus,"Weit spannt sich der Bogen - Die Geschichte der Bauunternemung Dyckeroff & Widmann 1865-1965"
2021-08-21T10:40:10+02:00,Backsteinexpressionismus,"25 Jahre Verband Deutscher Licht- und Wasserfachbeamten"
2021-08-19T18:47:43+01:00,Schriftmuster,"Frühling"
2021-08-15T18:47:43+01:00,Schriftmuster,"Deutsche Zierschirift"
2021-08-14T19:15:07+01:00,Backsteinexpressionismus,"Stadthalle Magdeburg"
2021-08-11T18:47:43+01:00,Schriftmuster,"Elfen-Fraktur"
2021-08-07T19:15:07+01:00,Backsteinexpressionismus,"Allgemeine Ortskrankenkasse Magdeburg"
2021-08-07T18:47:43+01:00,Schriftmuster,"Deutsche Anzeigenschrift / Enger Schnitt"
2021-08-03T18:47:43+01:00,Schriftmuster,"Deutsche Anzeigenschrift / Schmaler Schnitt"
2021-08-01T17:21:11+02:00,Kinderbücher,"Was sagt die Teddypolizei?"
2021-09-28T18:47:43+01:00,Schriftmuster,"Schmale Halbfette Offenbacher Schwabacher"
2021-09-24T18:47:43+01:00,Schriftmuster,"Fette Offenbacher Schwabacher"
2021-09-20T18:47:43+01:00,Schriftmuster,"Halbfette Offenbacher Schwabacher"
2021-09-16T18:47:43+01:00,Schriftmuster,"Breite Offenbacher Schwabacher"
2021-09-12T18:47:43+01:00,Schriftmuster,"Offenbacher Schwabacher"
2021-09-08T18:47:43+01:00,Schriftmuster,"Halbfette Ehmcke-Schwabacher"
2021-09-04T18:47:43+01:00,Schriftmuster,"Ehmcke-Schwabacher"
2021-10-30T18:47:43+01:00,Schriftmuster,"Wieynck-Kanzlei"
2021-10-26T18:47:43+01:00,Schriftmuster,"Aristokrat"
2021-10-22T18:47:43+01:00,Schriftmuster,"Enge Jaecker-Schrift"
2021-10-18T18:47:43+01:00,Schriftmuster,"Halbfette Jaecker-Schrift"
2021-10-14T18:47:43+01:00,Schriftmuster,"Jaecker-Schrift"
2021-10-10T18:47:43+01:00,Schriftmuster,"Magere Jaecker-Schrift"
2021-10-06T18:47:43+01:00,Schriftmuster,"Caslon-Gotisch"
2021-10-02T18:47:43+01:00,Schriftmuster,"Caslon-Gotisch"
2021-10-01T17:21:11+02:00,Kinderbücher,"Das Schlaraffenland"
2021-11-07T18:47:43+01:00,Schriftmuster,"Elegant"
2021-11-03T18:47:43+01:00,Schriftmuster,"Elite-Kanzlei"
2021-11-01T17:21:11+01:00,Kinderbücher,"Der Bäckerjunge und die Prinzessin"
2021-12-24T13:28:42+01:00,Vorsatzpapier,"Tapete"
2021-12-24T12:22:44+02:00,ChristianMahnke.de,"Weihnachten 2021"
2021-12-01T17:21:11+01:00,Kinderbücher,"Vom Jochen, der nicht aufräumen wollte"
2022-01-26T11:44:44+02:00,ChristianMahnke.de,"IIIF Proxy"
2022-01-01T17:21:11+01:00,Kinderbücher,"Fidibus pass auf!"
2022-02-01T17:21:11+01:00,Kinderbücher,"Tante Anstand oder Wie die lieben Eltern wollen, daß Kinder sich benehmen sollen"
2022-03-19T23:28:31Z,Ric - An unknown artist,"Ein Gemälde von Ric 20"
2022-03-01T17:21:11+01:00,Kinderbücher,"Quenottes et menottes"
2022-04-27T08:07:44+02:00,ChristianMahnke.de,"Computergrafik"
2022-04-01T17:21:11+01:00,Kinderbücher,"Fliegende Untertassen"
2022-05-31T15:00:00+02:00,Projektemacher Merch,"All seeing WiFi"
2022-07-26T15:54:49+02:00,Blaufußtölpel,"Illustrirte Frauen-Zeitung"
2022-07-19T15:00:00+02:00,Projektemacher Merch,"Der praktische Hynotiseuer"
2022-09-10T17:37:31Z,Ric - An unknown artist,"Ein weiterer neuer Ric, gefunden von Mark Strong"
2022-10-27T20:13:07+02:00,Backsteinexpressionismus,"Börse in Essen"
2022-10-26T19:58:44+02:00,ChristianMahnke.de,"Projektemacher Merch gestartet"
2022-10-20T20:13:07+02:00,Backsteinexpressionismus,"Chilehaus"
2022-11-28T05:47:12+02:00,Projektemacher Merch,"Ric - ein unbekannter Künstler"
2022-11-27T08:33:44+02:00,ChristianMahnke.de,"Bilder aufhängen in Sweet Home 3D"
2022-11-23T17:18:44+02:00,ChristianMahnke.de,"Gemälde von François Poggi (1838-1900)"
2022-12-31T19:00:00+02:00,Projektemacher Merch,"Sherlock Holmes hat ausgedient"
2022-12-31T16:51:27+02:00,Blaufußtölpel,"Pelz Revue 79/80"
2022-12-31T12:00:00+02:00,ChristianMahnke.de,"Spende ans Stadtarchiv Halle"
2022-12-24T13:28:42+01:00,Vorsatzpapier,"Tapete"
2022-12-24T12:22:44+02:00,ChristianMahnke.de,"Weihnachten 2022"
2022-12-05T18:00:00+02:00,Projektemacher Merch,"Wilma Bräuner"
2022-12-03T12:00:00+02:00,ChristianMahnke.de,"Ausstellung "Wilma Bräuner""
2023-01-01T20:14:44+02:00,ChristianMahnke.de,"Kartenmaterial für Projektemacher Blogs"
2023-01-01T11:15:44+02:00,Projektemacher Labs,"Vintage VR"
2023-03-19T15:18:44+02:00,ChristianMahnke.de,"Holzschnitt von Eva Roemer (1889-1977)"
2023-03-02T22:39:44+02:00,ChristianMahnke.de,"Hildesheimer Börde"
2023-04-30T16:15:44+02:00,ChristianMahnke.de,"GeoIP Tool"
2023-04-16T19:58:44+02:00,ChristianMahnke.de,"OAI-PMH Harvester"
2023-04-08T08:30:06Z,Yaapb,"Autobahnbrücke (Hannoversch Münden / Canon AE-1 / Agfa APX 100)"
2023-05-28T09:50:31+02:00,Ric - An unknown artist,"Titelblatt Genossenschaftsfamilie Nr. 16 August 1935"
2023-07-31T19:07:44+02:00,ChristianMahnke.de,"Holzschnitt von Erich Zimmer (1908-2001)"
2023-07-27T09:07:44+02:00,ChristianMahnke.de,"Puppen von Elsa Hoppe (1901-1992)"
2023-07-08T15:15:44+02:00,ChristianMahnke.de,"Holzschnitt von Otto Richard Bossert (1874-1919)"
2023-07-01T20:14:44+02:00,ChristianMahnke.de,"Vektor Kartenmaterial mit GitHub bauen"
2023-08-21T19:22:44+02:00,ChristianMahnke.de,"Windows Deployer"
2023-09-23T08:30:06Z,Yaapb,"Unbenannter Eintrag"
2023-09-12T11:37:31Z,Ric - An unknown artist,"Gerbrand Caspers' neues Projekt"
2023-09-11T18:29:07+02:00,Backsteinexpressionismus,"Anzeiger Hochhaus Hannover"
2023-09-09T15:15:44+02:00,ChristianMahnke.de,"Farbholzschnitt von Oscar Droege (1898-1983)"
2023-10-15T16:22:53+01:00,Vorsatzpapier,"Berlin halb und halb"
2023-10-12T20:13:07+02:00,Backsteinexpressionismus,"Chile- und Ballinhaus"
2023-10-09T17:56:49+02:00,Blaufußtölpel,"Knittax"
2023-11-26T20:13:07+02:00,Backsteinexpressionismus,"Die Glocke"
2023-11-23T17:56:49+02:00,Blaufußtölpel,"Wurstgarn"
2023-11-20T08:30:06Z,Yaapb,"Westerland / Sylt / Disposable Camera / Fuji 400"
2023-11-19T18:18:07+02:00,Backsteinexpressionismus,"Marine-Ehrenmal Laboe"
2023-11-16T15:22:44+02:00,ChristianMahnke.de,"JSON für Anwendungsbündel komprimieren"
2023-11-15T16:22:53+01:00,Vorsatzpapier,"Räume und Menschen"
2023-11-10T17:18:43+01:00,Schriftmuster,"Malerzeitung"
2023-11-10T17:27:44+02:00,ChristianMahnke.de,"Collage von Helmut Bönitz (1914-1999)"
2023-11-09T19:22:44+02:00,ChristianMahnke.de,"911TV gestartet"
2023-11-09T19:22:44+02:00,Blogs,"911TV"
2023-11-09T17:56:49+02:00,Blaufußtölpel,"Knopfkarten"
2023-11-05T18:43:07+02:00,Backsteinexpressionismus,"Böttcherstrasse"
2023-11-03T19:39:44+02:00,ChristianMahnke.de,"Reisen wie 1996"
2023-12-31T20:13:07+02:00,Backsteinexpressionismus,"Börse in Essen"
2023-12-26T21:15:06Z,Yaapb,"Kirschblüten (Göttingen / Rollei 35/ Kodak Gold 200)"
2023-12-25T13:28:42+01:00,Vorsatzpapier,"Tapete"
2023-12-24T19:01:38+02:00,Blaufußtölpel,"Das Herrenjournal Juli 1934"
2023-12-24T13:28:42+01:00,Vorsatzpapier,"Tapete"
2023-12-24T12:22:44+02:00,ChristianMahnke.de,"Weihnachten 2023"
2023-12-18T17:13:30+02:00,Vorsatzpapier,"Tanzstunden Büchlein"
2023-12-17T18:18:07+02:00,Backsteinexpressionismus,"Postkarte Rathaus Oberhausen"
2023-12-15T16:07:44+02:00,ChristianMahnke.de,"Abstrakte Grafik von Hans Martin Erhardt (1935-2015)"
2023-12-10T19:15:07+02:00,Backsteinexpressionismus,"Postkarte Rheinhalle Düsseldorf"
2023-12-03T19:15:07+02:00,Backsteinexpressionismus,"Postkarte Rheinhalle Düsseldorf"
2024-01-30T18:22:44+02:00,ChristianMahnke.de,"Metadaten für Hugo Shortcodes"
2024-01-28T20:25:07+02:00,Backsteinexpressionismus,"Das Oldenburgerland"
2024-01-23T19:33:44+02:00,ChristianMahnke.de,"Mystery Box"
2024-01-21T20:13:07+02:00,Backsteinexpressionismus,"Postkarte Chile-Haus"
2024-01-15T21:15:06Z,Yaapb,"Göttingen / Opympus Pen EE / Polaroid 200"
2024-01-14T20:25:07+02:00,Backsteinexpressionismus,"Küstenland und Schleswig-Holstein"
2024-01-08T16:22:53+01:00,Vorsatzpapier,"Die Geschichte vom braven Kasperl"
2024-01-07T20:25:07+02:00,Backsteinexpressionismus,"Hannover Messestadt und Grossstadt im Grünen"
2024-02-26T21:15:06Z,Yaapb,"Sigmaringen / Olympus Pen EE / Polaroid 200"
2024-02-25T18:29:07+02:00,Backsteinexpressionismus,"Anzeiger Hochhaus Hannover"
2024-02-24T10:16:44+02:00,ChristianMahnke.de,"3D Modelle im Browser"
2024-02-23T17:15:07+02:00,Vintage Reality,"Neue Elbbrücke Hamburg"
2024-02-21T17:21:11+02:00,Blaufußtölpel,"Pour Madame Hiver 1967"
2024-02-18T19:50:19Z,Ric - An unknown artist,"Segelboote (Ric 07)"
2024-02-18T20:13:07+02:00,Backsteinexpressionismus,"Postkarte Chile-Haus und Sprinkenhof"
2024-02-18T18:43:07+02:00,Backsteinexpressionismus,"Böttcherstrasse"
2024-02-16T17:15:07+02:00,Vintage Reality,"Louvre Paris"
2024-02-12T17:20:49+02:00,Blaufußtölpel,"Pramo Nr. 1 1990"
2024-02-11T19:15:07+01:00,Backsteinexpressionismus,"Postkarte 'Köln am Rhein Internationale Presseausstellung Vorderseite'"
2024-02-09T17:15:07+02:00,Vintage Reality,"Neues Museum - Gruppe des farnesischen Stiers"
2024-02-04T19:15:07+01:00,Backsteinexpressionismus,"Postkarte Pferdetor Magdeburg"
2024-02-02T17:15:07+02:00,Vintage Reality,"Trouville-sur-Mer"
2024-02-02T14:07:44+02:00,ChristianMahnke.de,"Radierung von Marie Gey-Heinze (1881-1908)"
2024-03-31T19:15:07+01:00,Backsteinexpressionismus,"Gutehoffnungshütte"
2024-03-29T22:15:07+02:00,Vintage Reality,"Salon in the harem of a Mohammedan Pasha, Damascus"
2024-03-27T16:47:44+02:00,ChristianMahnke.de,"Radierung von Kurt Mühlenhaupt (1921-2006)"
2024-03-24T19:15:07+01:00,Backsteinexpressionismus,"Rathaus Oberhausen"
2024-03-24T19:15:07+01:00,Backsteinexpressionismus,"Hauptbahnhof Oberhausen"
2024-03-24T18:25:06+02:00,Backsteinexpressionismus,"Heimatbuch 75 Jahre Oberhausen"
2024-03-24T17:23:46+02:00,Blogs,"Neueste Änderungen"
2024-03-22T17:15:07+02:00,Vintage Reality,"Calton Jail Edinburgh"
